year,venue,paper_id,review_id,segment_id,segment_type,segment_hash,paper_decision,review_score,review_confidence,raw_open_code,canonical_code,canonical_code_id,split,source_available_from,code_model,moderator_model
2022,ICLR.cc,z7p2V6KROOV,ICLR.cc/2022/Conference/Paper3653/Reviewer_3NYa,seg_cf45337c2cb01946,full_review,05ccb6fbddb02181bc7c650b45285996358841b00e99e4a202c0220cedcde2a7,Accept (Oral),6.0,,Practical contribution to unsupervised domain adaptation,Innovative unsupervised domain adaptation approach,CC014031,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,T9w5ttdqLV,ICLR.cc/2024/Conference/Submission7786/Reviewer_weNa,seg_ec37d377ae498c59,weakness,1eca8e06febb0eecb6100919ef038b56c96d6dca75b34e5f0fbbd4cf1268354f,Reject,6.0,,Writing clarity issues,Writing clarity issues,CC027843,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,gppLqZLQeY,ICLR.cc/2024/Conference/Submission7883/Reviewer_gwbR,seg_5ff3fcaf471cf215,weakness,77fb54f2a5add98434ba1bccd4f31f1cbdc0f91ba10e93342db6a2cc20bd16c1,Accept (poster),8.0,,Theoretical limitations and clarity issues,Theoretical limitations and clarity issues,CC025855,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,Bye3P1BYwr,ICLR.cc/2020/Conference/Paper1782/AnonReviewer3,seg_3dc0738a12840f49,full_review,51e415d2d58968dcc3d7633578104a6973053831b9575fe194ae84300a09802e,Reject,3.0,,Effective unsupervised anomaly detection approach,Proposed unsupervised anomaly detection approach,CC033018,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,sRb9sddBy2,ICLR.cc/2025/Conference/Submission3008/Reviewer_B5w2,seg_5ec2fa311e944268,strength,8f6978f9d2a43210ffeb298f12edb17d0877977157cfb22ddb0acfb7156d2c2b,Reject,5.0,,novel framework,Novel framework,CC031996,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,1OCTOShAmqB,ICLR.cc/2021/Conference/Paper447/AnonReviewer4,seg_7b4d5c7e2d4878e8,full_review,eac1ec915c293c5045b91cec407f2d344cd9a222b8759f924c0bc12ec5e3cc60,Accept (Poster),8.0,,Foundational theory for attention mechanisms,Foundational theory for attention mechanisms,CC007721,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,kJVVgJ-yCq,ICLR.cc/2021/Conference/Paper3199/AnonReviewer3,seg_6fbbab8e90c8db09,full_review,1c28ac6e4abea2f837a2088025592332b48c2b6bf33d8a67cce52d5201ef7cb5,Reject,4.0,,Innovative multi-task learning framework with state-of-the-art results,Novel multi-task learning framework,CC032187,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,rygw7aNYDS,ICLR.cc/2020/Conference/Paper452/AnonReviewer3,seg_9bc512b4b033b5d8,full_review,8e0f89b9aea387ed6bbd85f7115325c36e8c75dacdc105267c4d7c4fe13e1803,Reject,1.0,,Innovative exploration algorithm with strong theoretical foundation,Innovative exploration methods and empirical success,CC011596,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,eZneJ55mRO,ICLR.cc/2024/Conference/Submission1280/Reviewer_giVQ,seg_ed8ebeb417cbc44f,strength,3df7f45ca5176ac1ed47f0288b8c0d1f412bf6122f141162ee94a8d421bdbbc0,Accept (poster),8.0,,well-structured and relevant research,Well-structured and relevant study,CC035033,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,ivQruZvXxtz,ICLR.cc/2022/Conference/Paper935/Reviewer_gNwa,seg_4ce38a05bd2bcdd4,full_review,843a075fe871f040c9432fa339e9a3012953c74ae871772c4ad749f451b25e14,Accept (Poster),5.0,,Innovative problem addressing and clear methodology,Clear problem description and innovative techniques,CC002130,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,5tSLtvkHCh,ICLR.cc/2024/Conference/Submission2088/Reviewer_5cYn,seg_0406be809b98ed9f,strength,bd7f715cd282b80f9c1ef098dbfe95a758452937be804f5df594add878cad530,Reject,5.0,,Strong theoretical and experimental support,Strong theoretical and experimental support,CC025105,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,xoIeVdFO7U,ICLR.cc/2025/Conference/Submission1383/Reviewer_PYdS,seg_17af29f492e7b592,strength,9849f6bd7e8b98e7caf6362508f967fd8aa06ea31fb30717b0ed0b938536cd31,Accept (Oral),8.0,,novelty+technical soundness,Novelty+technical soundness,CC032549,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,5QhUE1qiVC6,ICLR.cc/2022/Conference/Paper3787/Reviewer_pBSm,seg_81ab3ceb2e30110e,full_review,5201e0e6bacd330e03380747048c38db13e1e6db738df972a9a2884a2a42b07f,Accept (Poster),6.0,,Clear presentation and logical structure,Clear presentation and logical structure,CC002004,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,4j7TG4gD_RM,ICLR.cc/2023/Conference/Paper3400/Reviewer_qsGk,seg_e244a160deb0f170,full_review,59c322a1326311380cbfcfcffc4ef8b66bf3ea533d7ed7e3ee7b7dea22debdd8,Reject,5.0,,Effective defense against backdoor attacks,Effective defense against backdoor attacks,CC005049,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,PN0SuVRMxa,ICLR.cc/2024/Conference/Submission5879/Reviewer_wDkv,seg_f39326ba28288c2a,weakness,621ff7d3ec0fbdf8e538276ba6dd60c672ee56d86e842dc852f7d9dcfde65ddd,Reject,3.0,,Marginal performance improvement and limited applicability,Marginal performance improvements,CC031055,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,BJlahxHYDS,ICLR.cc/2020/Conference/Paper2553/AnonReviewer2,seg_441229931710b891,full_review,51b74e5f7555b749c9cb73ce1483db254a8016b1d40e6cd4ab3af16ae278faba,Accept (Poster),6.0,,Innovative uncertainty estimation method with strong experimental results,Innovative uncertainty estimation technique,CC014005,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,yJ9QNbpMi2,ICLR.cc/2025/Conference/Submission2236/Reviewer_PZHq,seg_26549a175d93e050,weakness,f43a9380bd3709344f7385fb2b85523541b2f102b16ff8471a0c0875d6b8bcfc,Accept (Poster),6.0,,Limited comparisons,Limited comparisons,CC017733,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,qm46g9Ri15,ICLR.cc/2024/Conference/Submission1850/Reviewer_v1vj,seg_2cdc0fad825101f3,strength,afbacf4843d7eda0fbcfb25649ee8c8d0eb181dcbdf680475a84582939c6765e,Reject,5.0,,Strong motivation and clear figures; extensive experiments and satisfactory ablation study.,Clear motivation and contributions; thorough ablation study,CC001705,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,axNDkxU9-6z,ICLR.cc/2021/Conference/Paper1281/AnonReviewer1,seg_026a0df36f9b06e8,full_review,62a4795a6c7a45676ca6591490c83872b0a91818edd0e50efe50d9cbb8b75477,Reject,5.0,,Valuable benchmark for RL algorithm evaluation,Comprehensive benchmarking of RL algorithms,CC003254,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,wj4Az2454x,ICLR.cc/2025/Conference/Submission8208/Reviewer_Pik8,seg_22da53a1f891926d,weakness,a60cbd5587bbd5575218ee22fb34301298bcec9fad82319c05a0a0f4bfec91b5,Reject,5.0,,limited performance gains,Limited performance gains,CC030876,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,yR47RmND1m,ICLR.cc/2025/Conference/Submission13799/Reviewer_Uh2w,seg_18989892e9cf5ed6,weakness,ea5cc703f6a7e39b409df3063558dd5b69889e8062ae95b79a164fc9ce6bcd5b,Accept (Poster),8.0,,safety neuron theory,Safety neuron theory,CC033419,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,tfO07iz0b9,ICLR.cc/2025/Conference/Submission8736/Reviewer_B4eq,seg_75c3c640fd85fafb,weakness,712dd3112faab636018a05621a4ce78b9d756c150abdcdbb0b7f8ffe866c18f2,Accept (Poster),6.0,,weaknesses_justify_assumptions,Weaknesses: strong-assumptions,CC034854,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,1UbNwQC89a,ICLR.cc/2023/Conference/Paper2203/Reviewer_pBCc,seg_5cf25b96f57bad16,full_review,e4e0c01c3bf3afafeaf07e9a88ed1a57382757b7ba0c57e216dcab68ad0cc770,Accept: poster,6.0,,Clear writing and significant research problem,Clear writing and strong research question,CC002802,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,qDKTMjoFbC,ICLR.cc/2024/Conference/Submission1934/Reviewer_s62K,seg_a81d1b569651100e,weakness,79b6acf7d1abbf82634e05c5ecf62e458b5e9111fcccf8faca23483d7be1d03e,Reject,6.0,,Limited model evaluation scope,Limited model evaluation scope,CC018052,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,KVhvw16pvi,ICLR.cc/2022/Conference/Paper2901/Reviewer_94tf,seg_c49193dd99e87295,full_review,d20bbab8f9e195c09397cb7d2b8970f61a2fff4c37655fa37f81a1f6664d1584,Reject,5.0,,Effective method for catastrophic forgetting,Innovative approach to catastrophic forgetting,CC010341,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,_p6enPE4Xa,ICLR.cc/2023/Conference/Paper2342/Reviewer_Nu1A,seg_fc69dcb0a04cae03,full_review,2d1ca69e080582548e51202f8cf98859328e76bc14607122c269d0450e725002,Reject,5.0,,Novel diffusion model application,Novel diffusion model,CC020423,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,dMsyUtZxj_,ICLR.cc/2023/Conference/Paper5039/Reviewer_Z8Vf,seg_2407ce3bb179cc42,full_review,7261cc8cc50d1866b05981eda376e3d6acef0406740ff06ef1c1e9fe41e41b2e,Reject,5.0,,Effective latency-accuracy trade-off,Improves accuracy-latency trade-off,CC009065,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,sEMJ1PLSZR,ICLR.cc/2025/Conference/Submission9276/Reviewer_aNYF,seg_a583b945912a8f0a,strength,a5a7decc559da019bb1287eb2d4963ec2f3c0205f5249ec7992bbe20ab68a38d,Accept (Poster),3.0,,thorough-experiment,Thorough experiments,CC034174,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,ryesZANKPB,ICLR.cc/2020/Conference/Paper977/AnonReviewer2,seg_8f6105ccab7e8808,full_review,0969d8c04efa75273d7bfb6b16fbb941ab435d03bd9ec7ba569f94bffcd152fb,Reject,3.0,,Innovative meta-learning method with generalizable loss function,Innovative meta-learning method for adaptive loss functions,CC012439,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,KqbCvIFBY7,ICLR.cc/2024/Conference/Submission5503/Reviewer_rfgv,seg_b090c464497225f7,weakness,f380a423d30074bb7ad4b9eb160b307eaf021ec58c5117aecf8eaa6de249121e,Accept (poster),8.0,,Methodological limitations and clarity issues,Methodological limitations and clarity issues,CC018698,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,HXWTXXtHNl,ICLR.cc/2024/Conference/Submission4864/Reviewer_LRz9,seg_c12c70aea3de63ae,strength,35d58a0b89aacdbef3cc625d325e5be56e88b9e198fffde44f91ab9b803726c1,Accept (poster),6.0,,Clear writing and effective methodology,Clear writing and effective methodology,CC002442,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,QIpfInYnAu2,ICLR.cc/2023/Conference/Paper3837/Reviewer_zLtd,seg_06e8c4d15819b795,full_review,c7dddbbe8d7bc85822007c9a6790bc1e3462e6e8d529e381075b2824b2fac191,Reject,6.0,,Clear organization and strong empirical results,Clear organization and strong empirical results,CC001918,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,rkc79rOJu8,ICLR.cc/2025/Conference/Submission9004/Reviewer_mueD,seg_40a718b358699226,weakness,d0465132cba71d65e48952dace6be4ad0b4db076d229400dfa1ae07fdd59fa4d,Reject,3.0,,dataset-limitations,Limited datasets,CC030853,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,rv9c1BqY0L,ICLR.cc/2025/Conference/Submission4148/Reviewer_trDv,seg_c95e8ebff222b57c,strength,f1a3457e58a530b1c82883e652a230a789f2c05bad3052d74c4b2071d54f7afa,Reject,5.0,,thorough experiments,Thorough experiments,CC034174,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,PcR6Lir5mxu,ICLR.cc/2023/Conference/Paper2501/Reviewer_3Uzt,seg_fb00a531eac41ce2,full_review,7911261be19a7548d3ff31990ed8477c95cb0394468e3a469b32bcc8fcb6de35,Reject,3.0,,Clear writing and strong experimental results,Clear writing and strong experimental results,CC002764,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,8Py-W8lSUgy,ICLR.cc/2022/Conference/Paper3837/Reviewer_ijJF,seg_881c4172374e9fcc,full_review,3ffe32cffc5405ced975a859757ea3a74aa58b0a8de26d06490f28cd9c23e18e,Accept (Spotlight),8.0,,well-organized paper with strong experiments,Well-organized paper with strong experiments,CC034988,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,-h5rboREox7,ICLR.cc/2022/Conference/Paper2432/Reviewer_mzDh,seg_a2f1915254ebef7c,full_review,01ec0a577cc37708142c42047f202e1a0bdcbb1885dd91f339e0f75bed0eab4b,Reject,5.0,,Novel connection to robust overfitting and extensive experiments,Novel analysis of robust overfitting,CC031735,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,rqcLsG8Kme9,ICLR.cc/2022/Conference/Paper4182/Reviewer_dutv,seg_d8a069b556a9b2c9,full_review,391bc807b713c37e7df153a11ef5429d07532e37ceebaa8b1cb539aea6f6f62f,Reject,6.0,,Simplicity and applicability of method,Simplicity and effectiveness of method,CC024259,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,Kl9CqKf7h6,ICLR.cc/2024/Conference/Submission2230/Reviewer_aiMM,seg_d1a203f42064ec76,strength,145920cf31e29a26139566f8a67aa84d8f29cedb06b552c3d3ddfc1ddd7b61f5,Accept (poster),8.0,,Significant contributions to Federated Learning and practical applicability,Significant contributions to Federated Learning,CC023910,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,jkonJu7ScD,ICLR.cc/2024/Conference/Submission1128/Reviewer_uqBc,seg_68188affaed7fa15,strength,60dec9aa351c04f6560d50b7157130bfde6dbdb6a04f771a2eef85ba815136c4,Reject,5.0,,Strong performance and comprehensive evaluation,Extensive evaluation and strong performance,CC007282,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,SJlHwkBYDH,ICLR.cc/2020/Conference/Paper1766/AnonReviewer1,seg_71225ef84e90595a,full_review,e9f6d91e59974bf30281817c46ce8fd58457b21486dc5ecd1e49501668fbef37,Accept (Poster),3.0,,Proposed effective methods for adversarial example transferability,Effective methods for transferable adversarial examples,CC005582,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,uqWM9hBDAE,ICLR.cc/2025/Conference/Submission10263/Reviewer_Wyr2,seg_48b45e5c01ddea09,weakness,f319d7477436c82c8393872be58a8b302fea87342b69dc0fc80c390ad8c2e9e5,Accept (Spotlight),8.0,,motivation explanation,Motivation explanation,CC031421,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,CgkAGcp9lk,ICLR.cc/2024/Conference/Submission8335/Reviewer_dfH7,seg_f5c1aaaba3ba236b,weakness,cd0318ab636195ba4447ffc115937e611b065352c40190120062264a020f1282,Reject,3.0,,Lack of clarity in model design and evaluation,Lack of clarity and model evaluation,CC016320,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,zPoW8CajCN,ICLR.cc/2025/Conference/Submission9926/Reviewer_Vhu4,seg_7ceb78dde525790a,weakness,0b251e59fd446a73e0413511fb2ba3bfdf4104b98fe89f15f50f24da8902b57a,Reject,5.0,,insignificant improvements,Insignificant improvement,CC030363,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,uClUUJk05H,ICLR.cc/2025/Conference/Submission14141/Reviewer_Z2NW,seg_004b1fdb61fab3cb,weakness,3f06057dc7533d96d7f59587e1d4355ba4b87deb308db272d87dd71c40146340,Accept (Poster),8.0,,Implementation choices,Implementation choice,CC029990,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,yBmMgvaEtO,ICLR.cc/2024/Conference/Submission4372/Reviewer_NXdQ,seg_5cc46e1d78ddbb96,strength,9b89556a162b0784d02c36be7a3b696c4e10fe96c08ac5d630ce77d3c2181c92,Reject,6.0,,strong theoretical foundation and empirical validation,Strong theoretical foundation and empirical validation,CC025148,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,rJlTXxSFPr,ICLR.cc/2020/Conference/Paper2229/AnonReviewer1,seg_bfbd23b63f3382b3,full_review,ca8b412fae774454b1ba8234910115225c97bfdd31913932275bb8238e755ae0,Reject,1.0,,GAN-based text generation approach,GAN-based text generation approach,CC007766,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,3ULaIHxn9u7,ICLR.cc/2023/Conference/Paper6056/Reviewer_ntXD,seg_89c4b7f39e878e7b,full_review,0e282cb3645e85e193b4cd2377e2cfbb62bbc38c71c9ec12287c9ff13ab2981b,Accept: notable-top-25%,6.0,,Detailed explanation and thorough experimental results,Detailed explanation and thorough experimental results,CC004315,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,Y8OaqdX5Xt,ICLR.cc/2024/Conference/Submission5187/Reviewer_PVXH,seg_6a7185fff579925b,weakness,14a84c4cfbeed2651c1c40cb9b86338413fbcd4befbca1c09bfb1257cc3daa83,Reject,6.0,,Lack of clarity and justification in methodology and results,Lack of clarity and detail in methodology,CC016258,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,uM2IDdivyC,ICLR.cc/2025/Conference/Submission10215/Reviewer_twWN,seg_0649eb67e297153b,weakness,2a168d1104b4d4140a14e3ef1c0a160178954242cb60533f13c03f6e9f0d3185,Reject,3.0,,complex-datasets,Complex datasets,CC028563,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,w4abltTZ2f,ICLR.cc/2024/Conference/Submission6581/Reviewer_46uC,seg_44f69e8b74718b64,weakness,141bc94e0e3f4f2f7bae436448adcaa5e407239eefbc0fee340e84c27598aa10,Accept (oral),8.0,,Limited clarity and performance improvement,Enhanced performance and clarity,CC006827,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,BklEF3VFPB,ICLR.cc/2020/Conference/Paper74/AnonReviewer3,seg_26a44b046cf84436,full_review,3fdeadde77ba6caa2fdacea62d494ca4bcd8f69fa87ea1e6ab0e77400f34ec2f,Reject,3.0,,Innovative unsupervised domain adaptation method with stable and interpretable results,Innovative unsupervised domain adaptation approach,CC014031,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,tvhaxkMKAn,ICLR.cc/2024/Conference/Submission2669/Reviewer_XcA9,seg_1f3115893f6681cf,weakness,d60a5b2c901da3454be2335b1e1dc54f639e62b7e6ab1bf65416b0c20156c1c2,Accept (poster),6.0,,Lack of clarity and incomplete analysis,Lack of clarity and analysis,CC016211,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,bGZtz5-Cmkz,ICLR.cc/2021/Conference/Paper933/AnonReviewer3,seg_feb357dd803cc9f9,full_review,edc049c4dfbb21cddabf4db993ef22c3ce6c20c77eff46dd9799c4de60217c91,Reject,4.0,,Effective regularization technique with improved performance,Novel and effective regularization method,CC031743,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
